year,area,age_group,professional_type,modality,n_consultations
2022,Mar Menor,5-9,GP,Home,0
2022,Mar Menor,5-9,GP,In-person,2101
2022,Mar Menor,5-9,GP,In-person,11976
2022,Mar Menor,5-9,GP,Remote,442
2022,Mar Menor,5-9,GP,Remote,417
2022,Mar Menor,5-9,Nurse,Home,27
2022,Mar Menor,5-9,Nurse,Home,29
2022,Mar Menor,5-9,Nurse,In-person,5024
2022,Mar Menor,5-9,Nurse,In-person,4418
2022,Mar Menor,5-9,Nurse,Remote,938
2022,Mar Menor,5-9,Nurse,Remote,923
2022,Mar Menor,5-9,Pediatrician,Home,0
2022,Mar Menor,5-9,Pediatrician,Home,0
2022,Mar Menor,5-9,Pediatrician,In-person,11465
2022,Mar Menor,5-9,Pediatrician,In-person,10248
2022,Mar Menor,5-9,Pediatrician,Remote,4620
2022,Mar Menor,5-9,Pediatrician,Remote,4202
2022,Mar Menor,50-54,GP,Home,7
2022,Mar Menor,50-54,GP,Home,3
2022,Mar Menor,50-54,GP,In-person,18029
2022,Mar Menor,50-54,GP,In-person,24846
2022,Mar Menor,50-54,GP,Remote,6841
2022,Mar Menor,50-54,GP,Remote,10279
2022,Mar Menor,50-54,Nurse,Home,54
2022,Mar Menor,50-54,Nurse,Home,36
2022,Mar Menor,50-54,Nurse,In-person,6416
2022,Mar Menor,50-54,Nurse,In-person,7846
2022,Mar Menor,50-54,Nurse,Remote,860
2022,Mar Menor,50-54,Nurse,Remote,1083
2022,Mar Menor,50-54,Pediatrician,Home,0
2022,Mar Menor,50-54,Pediatrician,In-person,0
2022,Mar Menor,50-54,Pediatrician,Remote,0
2022,Mar Menor,55-59,GP,Home,4
2022,Mar Menor,55-59,GP,Home,2
2022,Mar Menor,55-59,GP,In-person,17415
2022,Mar Menor,55-59,GP,In-person,23082
2022,Mar Menor,55-59,GP,Remote,5916
2022,Mar Menor,55-59,GP,Remote,8821
2022,Mar Menor,55-59,Nurse,Home,147
2022,Mar Menor,55-59,Nurse,Home,65
2022,Mar Menor,55-59,Nurse,In-person,7445
2022,Mar Menor,55-59,Nurse,In-person,8297
2022,Mar Menor,55-59,Nurse,Remote,678
2022,Mar Menor,55-59,Nurse,Remote,814
2022,Mar Menor,55-59,Pediatrician,Home,0
2022,Mar Menor,55-59,Pediatrician,In-person,0
2022,Mar Menor,55-59,Pediatrician,Remote,0
2022,Mar Menor,60-64,GP,Home,6
2022,Mar Menor,60-64,GP,Home,13
2022,Mar Menor,60-64,GP,In-person,16078
2022,Mar Menor,60-64,GP,In-person,20008
2022,Mar Menor,60-64,GP,Remote,4659
2022,Mar Menor,60-64,GP,Remote,6608
2022,Mar Menor,60-64,Nurse,Home,168
2022,Mar Menor,60-64,Nurse,Home,277
2022,Mar Menor,60-64,Nurse,In-person,8024
2022,Mar Menor,60-64,Nurse,In-person,7973
2022,Mar Menor,60-64,Nurse,Remote,578
2022,Mar Menor,60-64,Nurse,Remote,694
2022,Mar Menor,60-64,Pediatrician,Home,0
2022,Mar Menor,60-64,Pediatrician,In-person,0
2022,Mar Menor,60-64,Pediatrician,Remote,0
2022,Mar Menor,65-69,GP,Home,4
2022,Mar Menor,65-69,GP,Home,18
2022,Mar Menor,65-69,GP,In-person,13593
2022,Mar Menor,65-69,GP,In-person,16576
2022,Mar Menor,65-69,GP,Remote,3372
2022,Mar Menor,65-69,GP,Remote,4537
2022,Mar Menor,65-69,Nurse,Home,243
2022,Mar Menor,65-69,Nurse,Home,193
2022,Mar Menor,65-69,Nurse,In-person,8324
2022,Mar Menor,65-69,Nurse,In-person,8211
2022,Mar Menor,65-69,Nurse,Remote,464
2022,Mar Menor,65-69,Nurse,Remote,509
2022,Mar Menor,65-69,Pediatrician,Home,0
2022,Mar Menor,65-69,Pediatrician,In-person,0
2022,Mar Menor,65-69,Pediatrician,Remote,0
2022,Mar Menor,70-74,GP,Home,8
2022,Mar Menor,70-74,GP,Home,16
2022,Mar Menor,70-74,GP,In-person,12276
2022,Mar Menor,70-74,GP,In-person,14820
2022,Mar Menor,70-74,GP,Remote,2714
2022,Mar Menor,70-74,GP,Remote,3812
2022,Mar Menor,70-74,Nurse,Home,364
2022,Mar Menor,70-74,Nurse,Home,237
2022,Mar Menor,70-74,Nurse,In-person,8877
2022,Mar Menor,70-74,Nurse,In-person,8585
2022,Mar Menor,70-74,Nurse,Remote,343
2022,Mar Menor,70-74,Nurse,Remote,403
2022,Mar Menor,70-74,Pediatrician,Home,0
2022,Mar Menor,70-74,Pediatrician,In-person,0
2022,Mar Menor,70-74,Pediatrician,Remote,0
2022,Mar Menor,75-79,GP,Home,32
2022,Mar Menor,75-79,GP,Home,38
2022,Mar Menor,75-79,GP,In-person,11425
2022,Mar Menor,75-79,GP,In-person,14822
2022,Mar Menor,75-79,GP,Remote,2855
2022,Mar Menor,75-79,GP,Remote,4160
2022,Mar Menor,75-79,Nurse,Home,747
2022,Mar Menor,75-79,Nurse,Home,684
2022,Mar Menor,75-79,Nurse,In-person,9441
2022,Mar Menor,75-79,Nurse,In-person,10088
2022,Mar Menor,75-79,Nurse,Remote,407
2022,Mar Menor,75-79,Nurse,Remote,513
2022,Mar Menor,75-79,Pediatrician,Home,0
2022,Mar Menor,75-79,Pediatrician,In-person,0
2022,Mar Menor,75-79,Pediatrician,Remote,0
2022,Mar Menor,80-84,GP,Home,58
2022,Mar Menor,80-84,GP,Home,82
2022,Mar Menor,80-84,GP,In-person,8608
2022,Mar Menor,80-84,GP,In-person,10756
2022,Mar Menor,80-84,GP,Remote,1920
2022,Mar Menor,80-84,GP,Remote,3888
2022,Mar Menor,80-84,Nurse,Home,535
2022,Mar Menor,80-84,Nurse,Home,1635
2022,Mar Menor,80-84,Nurse,In-person,6381
2022,Mar Menor,80-84,Nurse,In-person,7073
2022,Mar Menor,80-84,Nurse,Remote,236
2022,Mar Menor,80-84,Nurse,Remote,467
2022,Mar Menor,80-84,Pediatrician,Home,0
2022,Mar Menor,80-84,Pediatrician,In-person,0
2022,Mar Menor,80-84,Pediatrician,Remote,0
2022,Mar Menor,85-89,GP,Home,75
2022,Mar Menor,85-89,GP,Home,159
2022,Mar Menor,85-89,GP,In-person,6058
2022,Mar Menor,85-89,GP,In-person,7950
2022,Mar Menor,85-89,GP,Remote,1948
2022,Mar Menor,85-89,GP,Remote,3782
2022,Mar Menor,85-89,Nurse,Home,994
2022,Mar Menor,85-89,Nurse,Home,2037
2022,Mar Menor,85-89,Nurse,In-person,5109
2022,Mar Menor,85-89,Nurse,In-person,5146
2022,Mar Menor,85-89,Nurse,Remote,309
2022,Mar Menor,85-89,Nurse,Remote,474
2022,Mar Menor,85-89,Pediatrician,Home,0
2022,Mar Menor,85-89,Pediatrician,In-person,0
2022,Mar Menor,85-89,Pediatrician,Remote,0
2022,Mar Menor,90-94,GP,Home,47
2022,Mar Menor,90-94,GP,Home,198
2022,Mar Menor,90-94,GP,In-person,2612
2022,Mar Menor,90-94,GP,In-person,4129
2022,Mar Menor,90-94,GP,Remote,1143
2022,Mar Menor,90-94,GP,Remote,2308
2022,Mar Menor,90-94,Nurse,Home,689
2022,Mar Menor,90-94,Nurse,Home,1953
2022,Mar Menor,90-94,Nurse,In-person,1782
2022,Mar Menor,90-94,Nurse,In-person,2525
2022,Mar Menor,90-94,Nurse,Remote,194
2022,Mar Menor,90-94,Nurse,Remote,399
2022,Mar Menor,90-94,Pediatrician,Home,0
2022,Mar Menor,90-94,Pediatrician,In-person,0
2022,Mar Menor,90-94,Pediatrician,Remote,0
2022,Mar Menor,95+,GP,Home,29
2022,Mar Menor,95+,GP,Home,95
2022,Mar Menor,95+,GP,In-person,524
2022,Mar Menor,95+,GP,In-person,1409
2022,Mar Menor,95+,GP,Remote,359
2022,Mar Menor,95+,GP,Remote,859
2022,Mar Menor,95+,Nurse,Home,277
2022,Mar Menor,95+,Nurse,Home,1019
2022,Mar Menor,95+,Nurse,In-person,450
2022,Mar Menor,95+,Nurse,In-person,667
2022,Mar Menor,95+,Nurse,Remote,69
2022,Mar Menor,95+,Nurse,Remote,176
2022,Mar Menor,95+,Pediatrician,Home,0
2022,Mar Menor,95+,Pediatrician,In-person,0
2022,Mar Menor,95+,Pediatrician,Remote,0
2022,Murcia Este,0-4,GP,Home,0
2022,Murcia Este,0-4,GP,Home,0
2022,Murcia Este,0-4,GP,In-person,112
2022,Murcia Este,0-4,GP,In-person,29549
2022,Murcia Este,0-4,GP,Remote,39
2022,Murcia Este,0-4,GP,Remote,32
2022,Murcia Este,0-4,Nurse,Home,4
2022,Murcia Este,0-4,Nurse,Home,4
2022,Murcia Este,0-4,Nurse,In-person,13894
2022,Murcia Este,0-4,Nurse,In-person,13192
2022,Murcia Este,0-4,Nurse,Remote,1261
2022,Murcia Este,0-4,Nurse,Remote,1025
2022,Murcia Este,0-4,Pediatrician,Home,0
2022,Murcia Este,0-4,Pediatrician,Home,1
2022,Murcia Este,0-4,Pediatrician,In-person,32662
2022,Murcia Este,0-4,Pediatrician,In-person,29440
2022,Murcia Este,0-4,Pediatrician,Remote,14783
2022,Murcia Este,0-4,Pediatrician,Remote,13051
2022,Murcia Este,10-14,GP,Home,2
2022,Murcia Este,10-14,GP,Home,5
2022,Murcia Este,10-14,GP,In-person,2300
2022,Murcia Este,10-14,GP,In-person,15440
2022,Murcia Este,10-14,GP,Remote,908
2022,Murcia Este,10-14,GP,Remote,1129
2022,Murcia Este,10-14,Nurse,Home,204
2022,Murcia Este,10-14,Nurse,Home,359
2022,Murcia Este,10-14,Nurse,In-person,8867
2022,Murcia Este,10-14,Nurse,In-person,7644
2022,Murcia Este,10-14,Nurse,Remote,1389
2022,Murcia Este,10-14,Nurse,Remote,1534
2022,Murcia Este,10-14,Pediatrician,Home,1
2022,Murcia Este,10-14,Pediatrician,Home,6
2022,Murcia Este,10-14,Pediatrician,In-person,13780
2022,Murcia Este,10-14,Pediatrician,In-person,13086
2022,Murcia Este,10-14,Pediatrician,Remote,8249
2022,Murcia Este,10-14,Pediatrician,Remote,8245
2022,Murcia Este,15-19,GP,Home,7
2022,Murcia Este,15-19,GP,Home,6
2022,Murcia Este,15-19,GP,In-person,12833
2022,Murcia Este,15-19,GP,In-person,16302
2022,Murcia Este,15-19,GP,Remote,6260
2022,Murcia Este,15-19,GP,Remote,9132
2022,Murcia Este,15-19,Nurse,Home,20
2022,Murcia Este,15-19,Nurse,Home,11
2022,Murcia Este,15-19,Nurse,In-person,6526
2022,Murcia Este,15-19,Nurse,In-person,5917
2022,Murcia Este,15-19,Nurse,Remote,1243
2022,Murcia Este,15-19,Nurse,Remote,1289
2022,Murcia Este,15-19,Pediatrician,Home,0
2022,Murcia Este,15-19,Pediatrician,In-person,0
2022,Murcia Este,15-19,Pediatrician,Remote,0
2022,Murcia Este,20-24,GP,Home,6
2022,Murcia Este,20-24,GP,Home,10
2022,Murcia Este,20-24,GP,In-person,12701
2022,Murcia Este,20-24,GP,In-person,18016
2022,Murcia Este,20-24,GP,Remote,6759
2022,Murcia Este,20-24,GP,Remote,13439
2022,Murcia Este,20-24,Nurse,Home,38
2022,Murcia Este,20-24,Nurse,Home,30
2022,Murcia Este,20-24,Nurse,In-person,4966
2022,Murcia Este,20-24,Nurse,In-person,5579
2022,Murcia Este,20-24,Nurse,Remote,1071
2022,Murcia Este,20-24,Nurse,Remote,1373
2022,Murcia Este,20-24,Pediatrician,Home,0
2022,Murcia Este,20-24,Pediatrician,In-person,0
2022,Murcia Este,20-24,Pediatrician,Remote,0
2022,Murcia Este,25-29,GP,Home,5
2022,Murcia Este,25-29,GP,Home,16
2022,Murcia Este,25-29,GP,In-person,13108
2022,Murcia Este,25-29,GP,In-person,19520
2022,Murcia Este,25-29,GP,Remote,7960
2022,Murcia Este,25-29,GP,Remote,17769
2022,Murcia Este,25-29,Nurse,Home,55
2022,Murcia Este,25-29,Nurse,Home,9
2022,Murcia Este,25-29,Nurse,In-person,4416
2022,Murcia Este,25-29,Nurse,In-person,5240
2022,Murcia Este,25-29,Nurse,Remote,1053
2022,Murcia Este,25-29,Nurse,Remote,1519
2022,Murcia Este,25-29,Pediatrician,Home,0
2022,Murcia Este,25-29,Pediatrician,In-person,0
2022,Murcia Este,25-29,Pediatrician,Remote,0
2022,Murcia Este,30-34,GP,Home,7
2022,Murcia Este,30-34,GP,Home,15
2022,Murcia Este,30-34,GP,In-person,13513
2022,Murcia Este,30-34,GP,In-person,23700
2022,Murcia Este,30-34,GP,Remote,9261
2022,Murcia Este,30-34,GP,Remote,22182
2022,Murcia Este,30-34,Nurse,Home,51
2022,Murcia Este,30-34,Nurse,Home,49
2022,Murcia Este,30-34,Nurse,In-person,4570
2022,Murcia Este,30-34,Nurse,In-person,6642
2022,Murcia Este,30-34,Nurse,Remote,1235
2022,Murcia Este,30-34,Nurse,Remote,1848
2022,Murcia Este,30-34,Pediatrician,Home,0
2022,Murcia Este,30-34,Pediatrician,In-person,0
2022,Murcia Este,30-34,Pediatrician,Remote,0
2022,Murcia Este,35-39,GP,Home,7
2022,Murcia Este,35-39,GP,Home,21
2022,Murcia Este,35-39,GP,In-person,14950
2022,Murcia Este,35-39,GP,In-person,26428
2022,Murcia Este,35-39,GP,Remote,10854
2022,Murcia Este,35-39,GP,Remote,23629
2022,Murcia Este,35-39,Nurse,Home,64
2022,Murcia Este,35-39,Nurse,Home,29
2022,Murcia Este,35-39,Nurse,In-person,5384
2022,Murcia Este,35-39,Nurse,In-person,7566
2022,Murcia Este,35-39,Nurse,Remote,1424
2022,Murcia Este,35-39,Nurse,Remote,2130
2022,Murcia Este,35-39,Pediatrician,Home,0
2022,Murcia Este,35-39,Pediatrician,In-person,0
2022,Murcia Este,35-39,Pediatrician,Remote,0
2022,Murcia Este,40-44,GP,Home,12
2022,Murcia Este,40-44,GP,Home,29
2022,Murcia Este,40-44,GP,In-person,20429
2022,Murcia Este,40-44,GP,In-person,32255
2022,Murcia Este,40-44,GP,Remote,14476
2022,Murcia Este,40-44,GP,Remote,26448
2022,Murcia Este,40-44,Nurse,Home,43
2022,Murcia Este,40-44,Nurse,Home,137
2022,Murcia Este,40-44,Nurse,In-person,6737
2022,Murcia Este,40-44,Nurse,In-person,9860
2022,Murcia Este,40-44,Nurse,Remote,1757
2022,Murcia Este,40-44,Nurse,Remote,2363
2022,Murcia Este,40-44,Pediatrician,Home,0
2022,Murcia Este,40-44,Pediatrician,In-person,0
2022,Murcia Este,40-44,Pediatrician,Remote,0
2022,Murcia Este,45-49,GP,Home,16
2022,Murcia Este,45-49,GP,Home,26
2022,Murcia Este,45-49,GP,In-person,22847
2022,Murcia Este,45-49,GP,In-person,35520
2022,Murcia Este,45-49,GP,Remote,15011
2022,Murcia Este,45-49,GP,Remote,26153
2022,Murcia Este,45-49,Nurse,Home,200
2022,Murcia Este,45-49,Nurse,Home,100
2022,Murcia Este,45-49,Nurse,In-person,8728
2022,Murcia Este,45-49,Nurse,In-person,10992
2022,Murcia Este,45-49,Nurse,Remote,1646
2022,Murcia Este,45-49,Nurse,Remote,2170
2022,Murcia Este,45-49,Pediatrician,Home,0
2022,Murcia Este,45-49,Pediatrician,In-person,0
2022,Murcia Este,45-49,Pediatrician,Remote,0
2022,Murcia Este,5-9,GP,Home,0
2022,Murcia Este,5-9,GP,Home,0
2022,Murcia Este,5-9,GP,In-person,88
2022,Murcia Este,5-9,GP,In-person,17601
2022,Murcia Este,5-9,GP,Remote,23
2022,Murcia Este,5-9,GP,Remote,46
2022,Murcia Este,5-9,Nurse,Home,10
2022,Murcia Este,5-9,Nurse,Home,7
2022,Murcia Este,5-9,Nurse,In-person,6010
2022,Murcia Este,5-9,Nurse,In-person,5234
2022,Murcia Este,5-9,Nurse,Remote,1008
2022,Murcia Este,5-9,Nurse,Remote,902
2022,Murcia Este,5-9,Pediatrician,Home,0
2022,Murcia Este,5-9,Pediatrician,Home,0
2022,Murcia Este,5-9,Pediatrician,In-person,18414
2022,Murcia Este,5-9,Pediatrician,In-person,17478
2022,Murcia Este,5-9,Pediatrician,Remote,10238
2022,Murcia Este,5-9,Pediatrician,Remote,9714
2022,Murcia Este,50-54,GP,Home,21
2022,Murcia Este,50-54,GP,Home,24
2022,Murcia Este,50-54,GP,In-person,23099
2022,Murcia Este,50-54,GP,In-person,35771
2022,Murcia Este,50-54,GP,Remote,14848
2022,Murcia Este,50-54,GP,Remote,23951
2022,Murcia Este,50-54,Nurse,Home,194
2022,Murcia Este,50-54,Nurse,Home,186
2022,Murcia Este,50-54,Nurse,In-person,9650
2022,Murcia Este,50-54,Nurse,In-person,11646
2022,Murcia Este,50-54,Nurse,Remote,1280
2022,Murcia Este,50-54,Nurse,Remote,1750
2022,Murcia Este,50-54,Pediatrician,Home,0
2022,Murcia Este,50-54,Pediatrician,In-person,0
2022,Murcia Este,50-54,Pediatrician,Remote,0
2022,Murcia Este,55-59,GP,Home,21
2022,Murcia Este,55-59,GP,Home,30
2022,Murcia Este,55-59,GP,In-person,24877
2022,Murcia Este,55-59,GP,In-person,36011
2022,Murcia Este,55-59,GP,Remote,14773
2022,Murcia Este,55-59,GP,Remote,22069
2022,Murcia Este,55-59,Nurse,Home,558
2022,Murcia Este,55-59,Nurse,Home,550
2022,Murcia Este,55-59,Nurse,In-person,12524
2022,Murcia Este,55-59,Nurse,In-person,12555
2022,Murcia Este,55-59,Nurse,Remote,1216
2022,Murcia Este,55-59,Nurse,Remote,1653
2022,Murcia Este,55-59,Pediatrician,Home,0
2022,Murcia Este,55-59,Pediatrician,In-person,0
2022,Murcia Este,55-59,Pediatrician,Remote,0
2022,Murcia Este,60-64,GP,Home,23
2022,Murcia Este,60-64,GP,Home,36
2022,Murcia Este,60-64,GP,In-person,22569
2022,Murcia Este,60-64,GP,In-person,32086
2022,Murcia Este,60-64,GP,Remote,12108
2022,Murcia Este,60-64,GP,Remote,18069
2022,Murcia Este,60-64,Nurse,Home,635
2022,Murcia Este,60-64,Nurse,Home,266
2022,Murcia Este,60-64,Nurse,In-person,12511
2022,Murcia Este,60-64,Nurse,In-person,12653
2022,Murcia Este,60-64,Nurse,Remote,971
2022,Murcia Este,60-64,Nurse,Remote,1307
2022,Murcia Este,60-64,Pediatrician,Home,0
2022,Murcia Este,60-64,Pediatrician,In-person,0
2022,Murcia Este,60-64,Pediatrician,Remote,0
2022,Murcia Este,65-69,GP,Home,20
2022,Murcia Este,65-69,GP,Home,37
2022,Murcia Este,65-69,GP,In-person,19044
2022,Murcia Este,65-69,GP,In-person,27058
2022,Murcia Este,65-69,GP,Remote,8614
2022,Murcia Este,65-69,GP,Remote,12956
2022,Murcia Este,65-69,Nurse,Home,511
2022,Murcia Este,65-69,Nurse,Home,826
2022,Murcia Este,65-69,Nurse,In-person,13065
2022,Murcia Este,65-69,Nurse,In-person,13187
2022,Murcia Este,65-69,Nurse,Remote,799
2022,Murcia Este,65-69,Nurse,Remote,973
2022,Murcia Este,65-69,Pediatrician,Home,0
2022,Murcia Este,65-69,Pediatrician,In-person,0
2022,Murcia Este,65-69,Pediatrician,Remote,0
2022,Murcia Este,70-74,GP,Home,42
2022,Murcia Este,70-74,GP,Home,57
2022,Murcia Este,70-74,GP,In-person,17108
2022,Murcia Este,70-74,GP,In-person,24719
2022,Murcia Este,70-74,GP,Remote,6811
2022,Murcia Este,70-74,GP,Remote,9994
2022,Murcia Este,70-74,Nurse,Home,851
2022,Murcia Este,70-74,Nurse,Home,1045
2022,Murcia Este,70-74,Nurse,In-person,13502
2022,Murcia Este,70-74,Nurse,In-person,13771
2022,Murcia Este,70-74,Nurse,Remote,693
2022,Murcia Este,70-74,Nurse,Remote,906
2022,Murcia Este,70-74,Pediatrician,Home,0
2022,Murcia Este,70-74,Pediatrician,In-person,0
2022,Murcia Este,70-74,Pediatrician,Remote,0
2022,Murcia Este,75-79,GP,Home,70
2022,Murcia Este,75-79,GP,Home,118
2022,Murcia Este,75-79,GP,In-person,15034
2022,Murcia Este,75-79,GP,In-person,23630
2022,Murcia Este,75-79,GP,Remote,5956
2022,Murcia Este,75-79,GP,Remote,10541
2022,Murcia Este,75-79,Nurse,Home,1380
2022,Murcia Este,75-79,Nurse,Home,2689
2022,Murcia Este,75-79,Nurse,In-person,12180
2022,Murcia Este,75-79,Nurse,In-person,14561
2022,Murcia Este,75-79,Nurse,Remote,597
2022,Murcia Este,75-79,Nurse,Remote,1060
2022,Murcia Este,75-79,Pediatrician,Home,0
2022,Murcia Este,75-79,Pediatrician,In-person,0
2022,Murcia Este,75-79,Pediatrician,Remote,0
2022,Murcia Este,80-84,GP,Home,147
2022,Murcia Este,80-84,GP,Home,154
2022,Murcia Este,80-84,GP,In-person,11893
2022,Murcia Este,80-84,GP,In-person,18096
2022,Murcia Este,80-84,GP,Remote,5519
2022,Murcia Este,80-84,GP,Remote,10023
2022,Murcia Este,80-84,Nurse,Home,2253
2022,Murcia Este,80-84,Nurse,Home,3950
2022,Murcia Este,80-84,Nurse,In-person,10749
2022,Murcia Este,80-84,Nurse,In-person,12490
2022,Murcia Este,80-84,Nurse,Remote,697
2022,Murcia Este,80-84,Nurse,Remote,1130
2022,Murcia Este,80-84,Pediatrician,Home,0
2022,Murcia Este,80-84,Pediatrician,In-person,0
2022,Murcia Este,80-84,Pediatrician,Remote,0
2022,Murcia Este,85-89,GP,Home,149
2022,Murcia Este,85-89,GP,Home,321
2022,Murcia Este,85-89,GP,In-person,8865
2022,Murcia Este,85-89,GP,In-person,15073
2022,Murcia Este,85-89,GP,Remote,4799
2022,Murcia Este,85-89,GP,Remote,10128
2022,Murcia Este,85-89,Nurse,Home,3162
2022,Murcia Este,85-89,Nurse,Home,7112
2022,Murcia Este,85-89,Nurse,In-person,8185
2022,Murcia Este,85-89,Nurse,In-person,10495
2022,Murcia Este,85-89,Nurse,Remote,610
2022,Murcia Este,85-89,Nurse,Remote,1479
2022,Murcia Este,85-89,Pediatrician,Home,0
2022,Murcia Este,85-89,Pediatrician,In-person,0
2022,Murcia Este,85-89,Pediatrician,Remote,0
2022,Murcia Este,90-94,GP,Home,158
2022,Murcia Este,90-94,GP,Home,418
2022,Murcia Este,90-94,GP,In-person,4098
2022,Murcia Este,90-94,GP,In-person,7612
2022,Murcia Este,90-94,GP,Remote,2767
2022,Murcia Este,90-94,GP,Remote,6575
2022,Murcia Este,90-94,Nurse,Home,2436
2022,Murcia Este,90-94,Nurse,Home,6670
2022,Murcia Este,90-94,Nurse,In-person,3192
2022,Murcia Este,90-94,Nurse,In-person,4906
2022,Murcia Este,90-94,Nurse,Remote,414
2022,Murcia Este,90-94,Nurse,Remote,1046
2022,Murcia Este,90-94,Pediatrician,Home,0
2022,Murcia Este,90-94,Pediatrician,In-person,0
2022,Murcia Este,90-94,Pediatrician,Remote,0
2022,Murcia Este,95+,GP,Home,73
2022,Murcia Este,95+,GP,Home,173
2022,Murcia Este,95+,GP,In-person,991
2022,Murcia Este,95+,GP,In-person,2168
2022,Murcia Este,95+,GP,Remote,835
2022,Murcia Este,95+,GP,Remote,1876
2022,Murcia Este,95+,Nurse,Home,1198
2022,Murcia Este,95+,Nurse,Home,2935
2022,Murcia Este,95+,Nurse,In-person,620
2022,Murcia Este,95+,Nurse,In-person,1174
2022,Murcia Este,95+,Nurse,Remote,210
2022,Murcia Este,95+,Nurse,Remote,429
2022,Murcia Este,95+,Pediatrician,Home,0
2022,Murcia Este,95+,Pediatrician,In-person,0
2022,Murcia Este,95+,Pediatrician,Remote,0
2022,Murcia Oeste,0-4,GP,Home,0
2022,Murcia Oeste,0-4,GP,Home,0
2022,Murcia Oeste,0-4,GP,In-person,8161
2022,Murcia Oeste,0-4,GP,In-person,42136
2022,Murcia Oeste,0-4,GP,Remote,2328
2022,Murcia Oeste,0-4,GP,Remote,1982
2022,Murcia Oeste,0-4,Nurse,Home,12
2022,Murcia Oeste,0-4,Nurse,Home,4
2022,Murcia Oeste,0-4,Nurse,In-person,20866
2022,Murcia Oeste,0-4,Nurse,In-person,18818
2022,Murcia Oeste,0-4,Nurse,Remote,2902
2022,Murcia Oeste,0-4,Nurse,Remote,2630
2022,Murcia Oeste,0-4,Pediatrician,Home,0
2022,Murcia Oeste,0-4,Pediatrician,Home,2
2022,Murcia Oeste,0-4,Pediatrician,In-person,40315
2022,Murcia Oeste,0-4,Pediatrician,In-person,35231
2022,Murcia Oeste,0-4,Pediatrician,Remote,13641
2022,Murcia Oeste,0-4,Pediatrician,Remote,12343
2022,Murcia Oeste,10-14,GP,Home,3
2022,Murcia Oeste,10-14,GP,Home,2
2022,Murcia Oeste,10-14,GP,In-person,6169
2022,Murcia Oeste,10-14,GP,In-person,20404
2022,Murcia Oeste,10-14,GP,Remote,2097
2022,Murcia Oeste,10-14,GP,Remote,2245
2022,Murcia Oeste,10-14,Nurse,Home,187
2022,Murcia Oeste,10-14,Nurse,Home,241
2022,Murcia Oeste,10-14,Nurse,In-person,11197
2022,Murcia Oeste,10-14,Nurse,In-person,9895
2022,Murcia Oeste,10-14,Nurse,Remote,2486
2022,Murcia Oeste,10-14,Nurse,Remote,2454
2022,Murcia Oeste,10-14,Pediatrician,Home,0
2022,Murcia Oeste,10-14,Pediatrician,Home,0
2022,Murcia Oeste,10-14,Pediatrician,In-person,14781
2022,Murcia Oeste,10-14,Pediatrician,In-person,14202
2022,Murcia Oeste,10-14,Pediatrician,Remote,6726
2022,Murcia Oeste,10-14,Pediatrician,Remote,6954
2022,Murcia Oeste,15-19,GP,Home,8
2022,Murcia Oeste,15-19,GP,Home,5
2022,Murcia Oeste,15-19,GP,In-person,18056
2022,Murcia Oeste,15-19,GP,In-person,22922
2022,Murcia Oeste,15-19,GP,Remote,5567
2022,Murcia Oeste,15-19,GP,Remote,9020
2022,Murcia Oeste,15-19,Nurse,Home,41
2022,Murcia Oeste,15-19,Nurse,Home,25
2022,Murcia Oeste,15-19,Nurse,In-person,8317
2022,Murcia Oeste,15-19,Nurse,In-person,7642
2022,Murcia Oeste,15-19,Nurse,Remote,1701
2022,Murcia Oeste,15-19,Nurse,Remote,1915
2022,Murcia Oeste,15-19,Pediatrician,Home,0
2022,Murcia Oeste,15-19,Pediatrician,In-person,0
2022,Murcia Oeste,15-19,Pediatrician,Remote,0
2022,Murcia Oeste,20-24,GP,Home,10
2022,Murcia Oeste,20-24,GP,Home,4
2022,Murcia Oeste,20-24,GP,In-person,18068
2022,Murcia Oeste,20-24,GP,In-person,25352
2022,Murcia Oeste,20-24,GP,Remote,6245
2022,Murcia Oeste,20-24,GP,Remote,14419
2022,Murcia Oeste,20-24,Nurse,Home,36
2022,Murcia Oeste,20-24,Nurse,Home,26
2022,Murcia Oeste,20-24,Nurse,In-person,6529
2022,Murcia Oeste,20-24,Nurse,In-person,7138
2022,Murcia Oeste,20-24,Nurse,Remote,1511
2022,Murcia Oeste,20-24,Nurse,Remote,1902
2022,Murcia Oeste,20-24,Pediatrician,Home,0
2022,Murcia Oeste,20-24,Pediatrician,In-person,0
2022,Murcia Oeste,20-24,Pediatrician,Remote,0
2022,Murcia Oeste,25-29,GP,Home,9
2022,Murcia Oeste,25-29,GP,Home,18
2022,Murcia Oeste,25-29,GP,In-person,18404
2022,Murcia Oeste,25-29,GP,In-person,28711
2022,Murcia Oeste,25-29,GP,Remote,7933
2022,Murcia Oeste,25-29,GP,Remote,19259
2022,Murcia Oeste,25-29,Nurse,Home,54
2022,Murcia Oeste,25-29,Nurse,Home,31
2022,Murcia Oeste,25-29,Nurse,In-person,5789
2022,Murcia Oeste,25-29,Nurse,In-person,7291
2022,Murcia Oeste,25-29,Nurse,Remote,1721
2022,Murcia Oeste,25-29,Nurse,Remote,2128
2022,Murcia Oeste,25-29,Pediatrician,Home,0
2022,Murcia Oeste,25-29,Pediatrician,In-person,0
2022,Murcia Oeste,25-29,Pediatrician,Remote,0
